sample_id,seed,delivery_id,zone,delivery_time_min,delayed
sample_4,3704,D0299,central,18.1,False
sample_4,3704,D0300,suburban,21.5,False
sample_4,3704,D0301,central,21.8,False
sample_4,3704,D0302,suburban,24.5,False
sample_4,3704,D0303,central,49.6,False
sample_4,3704,D0304,central,25.3,False
sample_4,3704,D0305,suburban,25.9,False
sample_4,3704,D0306,remote,19.5,False
sample_4,3704,D0307,central,41.3,False
sample_4,3704,D0308,suburban,50.7,False
sample_4,3704,D0309,central,39.0,False
sample_4,3704,D0310,suburban,26.1,False
sample_4,3704,D0311,remote,86.1,True
sample_4,3704,D0312,central,22.7,False
sample_4,3704,D0313,remote,81.7,True
sample_4,3704,D0314,suburban,14.6,False
sample_4,3704,D0315,suburban,19.5,False
sample_4,3704,D0316,remote,14.3,False
sample_4,3704,D0317,central,38.9,False
sample_4,3704,D0318,suburban,28.1,False
sample_4,3704,D0319,central,40.1,False
sample_4,3704,D0320,suburban,27.0,False
sample_4,3704,D0321,remote,55.7,False
sample_4,3704,D0322,remote,47.2,False
sample_4,3704,D0323,central,33.0,False
sample_4,3704,D0324,central,38.5,False
sample_4,3704,D0325,remote,23.6,False
sample_4,3704,D0326,suburban,26.0,False
sample_4,3704,D0327,central,34.4,False
sample_4,3704,D0328,remote,20.4,False
sample_4,3704,D0329,central,28.3,False
sample_4,3704,D0330,suburban,31.4,False
sample_4,3704,D0331,central,168.4,True
sample_4,3704,D0332,central,57.8,False
sample_4,3704,D0333,central,19.7,False
sample_4,3704,D0334,suburban,28.8,False
sample_4,3704,D0335,suburban,55.4,False
sample_4,3704,D0336,suburban,23.6,False
sample_4,3704,D0337,remote,29.5,False
sample_4,3704,D0338,remote,20.9,False
sample_4,3704,D0339,suburban,37.2,False
sample_4,3704,D0340,central,57.0,False
sample_4,3704,D0341,suburban,24.1,False
sample_4,3704,D0342,central,30.5,False
sample_4,3704,D0343,central,36.1,False
sample_4,3704,D0344,central,42.8,False
sample_4,3704,D0345,central,64.1,True
sample_4,3704,D0346,central,11.0,False
sample_4,3704,D0347,central,28.7,False
sample_4,3704,D0348,suburban,33.7,False
sample_4,3704,D0349,remote,40.6,False
sample_4,3704,D0350,remote,34.9,False
sample_5,4704,D0001,suburban,40.0,False
sample_5,4704,D0002,central,32.9,False
sample_5,4704,D0003,suburban,51.6,False
sample_5,4704,D0004,remote,38.6,False
sample_5,4704,D0005,suburban,38.5,False
sample_5,4704,D0006,suburban,57.4,False
sample_5,4704,D0007,central,38.3,False
sample_5,4704,D0008,suburban,57.5,False
sample_5,4704,D0009,central,44.3,False
sample_5,4704,D0010,central,23.5,False
sample_5,4704,D0011,suburban,22.4,False
sample_5,4704,D0012,central,59.0,False
sample_5,4704,D0013,central,31.0,False
sample_5,4704,D0014,central,32.5,False
sample_5,4704,D0015,suburban,45.1,False
sample_5,4704,D0016,central,21.8,False
sample_5,4704,D0017,central,34.8,False
sample_5,4704,D0018,central,19.8,False
sample_5,4704,D0019,suburban,25.6,False
sample_5,4704,D0020,suburban,55.7,False
sample_5,4704,D0021,suburban,34.9,False
sample_5,4704,D0022,central,20.9,False
sample_5,4704,D0023,suburban,15.4,False
sample_5,4704,D0024,central,30.2,False
sample_5,4704,D0025,central,39.5,False
sample_5,4704,D0026,central,18.6,False
sample_5,4704,D0027,central,24.0,False
sample_5,4704,D0028,suburban,37.3,False
sample_5,4704,D0029,remote,118.3,True
sample_5,4704,D0030,suburban,16.4,False
sample_5,4704,D0031,suburban,28.6,False
sample_5,4704,D0032,suburban,23.1,False
sample_5,4704,D0033,central,41.8,False
sample_5,4704,D0034,suburban,38.5,False
sample_5,4704,D0035,suburban,32.9,False
sample_5,4704,D0036,suburban,64.4,True
sample_5,4704,D0037,suburban,27.0,False
sample_5,4704,D0038,suburban,20.1,False
sample_5,4704,D0039,suburban,41.8,False
sample_5,4704,D0040,central,28.1,False
sample_5,4704,D0041,suburban,35.1,False
sample_5,4704,D0042,suburban,30.2,False
sample_5,4704,D0043,central,24.8,False
sample_5,4704,D0044,suburban,68.0,True
sample_5,4704,D0045,central,22.3,False
sample_5,4704,D0046,remote,26.4,False
sample_5,4704,D0047,suburban,30.4,False
sample_5,4704,D0048,central,35.9,False
sample_5,4704,D0049,remote,34.3,False
sample_5,4704,D0050,suburban,19.3,False
sample_5,4704,D0051,remote,16.5,False
sample_5,4704,D0052,central,12.9,False
sample_5,4704,D0053,suburban,63.0,True
sample_5,4704,D0054,suburban,19.2,False
sample_5,4704,D0055,suburban,29.9,False
sample_5,4704,D0056,central,25.6,False
sample_5,4704,D0057,suburban,51.3,False
sample_5,4704,D0058,remote,19.7,False
sample_5,4704,D0059,central,17.2,False
sample_5,4704,D0060,suburban,29.6,False
sample_5,4704,D0061,suburban,46.9,False
sample_5,4704,D0062,central,56.7,False
sample_5,4704,D0063,central,17.0,False
sample_5,4704,D0064,suburban,23.8,False
sample_5,4704,D0065,central,21.9,False
sample_5,4704,D0066,central,51.6,False
sample_5,4704,D0067,central,35.8,False
sample_5,4704,D0068,suburban,42.7,False
sample_5,4704,D0069,remote,29.3,False
sample_5,4704,D0070,central,40.2,False
sample_5,4704,D0071,remote,26.3,False
sample_5,4704,D0072,central,17.3,False
sample_5,4704,D0073,suburban,49.7,False
sample_5,4704,D0074,suburban,24.3,False
sample_5,4704,D0075,central,41.6,False
sample_5,4704,D0076,central,52.1,False
sample_5,4704,D0077,suburban,49.8,False
sample_5,4704,D0078,suburban,51.5,False
sample_5,4704,D0079,suburban,24.7,False
sample_5,4704,D0080,remote,58.5,False
sample_5,4704,D0081,suburban,38.0,False
sample_5,4704,D0082,remote,46.8,False
sample_5,4704,D0083,suburban,30.4,False
sample_5,4704,D0084,central,41.9,False
sample_5,4704,D0085,central,25.2,False
sample_5,4704,D0086,suburban,23.4,False
sample_5,4704,D0087,central,25.0,False
sample_5,4704,D0088,suburban,39.2,False
sample_5,4704,D0089,remote,24.3,False
sample_5,4704,D0090,central,38.9,False
sample_5,4704,D0091,central,35.2,False
sample_5,4704,D0092,remote,25.9,False
sample_5,4704,D0093,central,63.6,True
sample_5,4704,D0094,remote,53.6,False
sample_5,4704,D0095,central,30.5,False
sample_5,4704,D0096,remote,32.1,False
sample_5,4704,D0097,suburban,25.2,False
sample_5,4704,D0098,central,33.2,False
sample_5,4704,D0099,central,26.3,False
sample_5,4704,D0100,central,38.8,False
sample_5,4704,D0101,central,17.7,False
sample_5,4704,D0102,central,182.1,True
sample_5,4704,D0103,central,17.6,False
sample_5,4704,D0104,suburban,31.5,False
sample_5,4704,D0105,suburban,45.5,False
sample_5,4704,D0106,central,97.3,True
sample_5,4704,D0107,remote,21.4,False
sample_5,4704,D0108,central,71.3,True
sample_5,4704,D0109,central,26.4,False
sample_5,4704,D0110,central,68.4,True
sample_5,4704,D0111,suburban,16.5,False
sample_5,4704,D0112,suburban,48.7,False
sample_5,4704,D0113,central,24.3,False
sample_5,4704,D0114,central,27.6,False
sample_5,4704,D0115,central,88.0,True
sample_5,4704,D0116,suburban,17.4,False
sample_5,4704,D0117,central,37.1,False
sample_5,4704,D0118,central,51.0,False
sample_5,4704,D0119,central,40.5,False
sample_5,4704,D0120,central,38.8,False
sample_5,4704,D0121,suburban,27.4,False
sample_5,4704,D0122,suburban,20.1,False
sample_5,4704,D0123,suburban,30.5,False
sample_5,4704,D0124,central,28.6,False
sample_5,4704,D0125,suburban,20.6,False
sample_5,4704,D0126,suburban,57.6,False
sample_5,4704,D0127,suburban,40.3,False
sample_5,4704,D0128,suburban,23.5,False
sample_5,4704,D0129,suburban,37.4,False
sample_5,4704,D0130,suburban,40.7,False
sample_5,4704,D0131,central,45.4,False
sample_5,4704,D0132,central,10.0,False
sample_5,4704,D0133,central,43.4,False
sample_5,4704,D0134,central,24.0,False
sample_5,4704,D0135,central,29.0,False
sample_5,4704,D0136,central,21.8,False
sample_5,4704,D0137,suburban,41.2,False
sample_5,4704,D0138,central,31.1,False
sample_5,4704,D0139,central,33.4,False
sample_5,4704,D0140,central,57.6,False
sample_5,4704,D0141,suburban,17.9,False
sample_5,4704,D0142,central,29.5,False
sample_5,4704,D0143,suburban,26.5,False
sample_5,4704,D0144,remote,31.2,False
sample_5,4704,D0145,central,46.5,False
sample_5,4704,D0146,central,53.7,False
sample_5,4704,D0147,central,22.2,False
sample_5,4704,D0148,suburban,22.8,False
sample_5,4704,D0149,suburban,103.0,True
sample_5,4704,D0150,central,68.9,True
sample_5,4704,D0151,central,35.8,False
sample_5,4704,D0152,central,25.3,False
sample_5,4704,D0153,suburban,26.8,False
sample_5,4704,D0154,central,18.3,False
sample_5,4704,D0155,central,26.0,False
sample_5,4704,D0156,central,24.3,False
sample_5,4704,D0157,suburban,30.8,False
sample_5,4704,D0158,suburban,19.7,False
sample_5,4704,D0159,central,30.6,False
sample_5,4704,D0160,central,19.8,False
sample_5,4704,D0161,central,27.8,False
sample_5,4704,D0162,remote,36.2,False
sample_5,4704,D0163,suburban,41.2,False
sample_5,4704,D0164,suburban,18.7,False
sample_5,4704,D0165,suburban,59.4,False
sample_5,4704,D0166,suburban,36.5,False
sample_5,4704,D0167,central,26.3,False
sample_5,4704,D0168,remote,19.0,False
sample_5,4704,D0169,suburban,29.0,False
sample_5,4704,D0170,suburban,30.1,False
sample_5,4704,D0171,remote,35.5,False
sample_5,4704,D0172,suburban,37.8,False
sample_5,4704,D0173,central,19.4,False
sample_5,4704,D0174,suburban,24.3,False
sample_5,4704,D0175,central,48.3,False
sample_5,4704,D0176,remote,23.0,False
sample_5,4704,D0177,remote,28.0,False
sample_5,4704,D0178,suburban,33.7,False
sample_5,4704,D0179,suburban,31.9,False
sample_5,4704,D0180,central,34.2,False
sample_5,4704,D0181,suburban,30.9,False
sample_5,4704,D0182,central,28.6,False
sample_5,4704,D0183,suburban,40.0,False
sample_5,4704,D0184,central,22.2,False
sample_5,4704,D0185,suburban,23.0,False
sample_5,4704,D0186,central,28.2,False
sample_5,4704,D0187,suburban,24.7,False
sample_5,4704,D0188,central,48.1,False
sample_5,4704,D0189,central,32.6,False
sample_5,4704,D0190,suburban,34.9,False
sample_5,4704,D0191,suburban,35.4,False
sample_5,4704,D0192,suburban,17.6,False
sample_5,4704,D0193,central,30.7,False
sample_5,4704,D0194,suburban,57.6,False
sample_5,4704,D0195,suburban,43.7,False
sample_5,4704,D0196,central,31.8,False
sample_5,4704,D0197,suburban,50.8,False
sample_5,4704,D0198,suburban,13.0,False
sample_5,4704,D0199,suburban,70.7,True
sample_5,4704,D0200,central,31.3,False
sample_5,4704,D0201,suburban,18.8,False
sample_5,4704,D0202,central,16.7,False
sample_5,4704,D0203,suburban,42.5,False
sample_5,4704,D0204,suburban,29.0,False
sample_5,4704,D0205,central,29.0,False
sample_5,4704,D0206,suburban,45.8,False
sample_5,4704,D0207,remote,23.6,False
sample_5,4704,D0208,suburban,43.9,False
sample_5,4704,D0209,suburban,27.5,False
sample_5,4704,D0210,suburban,29.1,False
sample_5,4704,D0211,suburban,35.9,False
sample_5,4704,D0212,central,15.4,False
sample_5,4704,D0213,suburban,40.2,False
sample_5,4704,D0214,suburban,29.4,False
sample_5,4704,D0215,central,26.9,False
sample_5,4704,D0216,central,23.1,False
sample_5,4704,D0217,central,27.5,False
sample_5,4704,D0218,central,13.3,False
sample_5,4704,D0219,remote,69.3,True
sample_5,4704,D0220,suburban,22.0,False
sample_5,4704,D0221,central,37.1,False
sample_5,4704,D0222,suburban,17.0,False
sample_5,4704,D0223,central,30.0,False
sample_5,4704,D0224,suburban,28.8,False
sample_5,4704,D0225,suburban,22.9,False
sample_5,4704,D0226,suburban,12.8,False
sample_5,4704,D0227,central,38.9,False
sample_5,4704,D0228,central,27.9,False
sample_5,4704,D0229,central,39.2,False
sample_5,4704,D0230,remote,28.0,False
sample_5,4704,D0231,central,58.5,False
sample_5,4704,D0232,central,17.2,False
sample_5,4704,D0233,remote,40.7,False
sample_5,4704,D0234,suburban,15.4,False
sample_5,4704,D0235,suburban,70.1,True
sample_5,4704,D0236,central,38.5,False
sample_5,4704,D0237,suburban,28.2,False
sample_5,4704,D0238,suburban,43.8,False
sample_5,4704,D0239,central,13.1,False
sample_5,4704,D0240,central,34.0,False
sample_5,4704,D0241,suburban,50.2,False
sample_5,4704,D0242,remote,35.2,False
sample_5,4704,D0243,suburban,26.3,False
sample_5,4704,D0244,suburban,26.6,False
sample_5,4704,D0245,central,31.2,False
sample_5,4704,D0246,remote,33.1,False
sample_5,4704,D0247,suburban,9.2,False
sample_5,4704,D0248,suburban,26.6,False
sample_5,4704,D0249,central,58.4,False
sample_5,4704,D0250,suburban,56.4,False
sample_5,4704,D0251,suburban,89.6,True
sample_5,4704,D0252,remote,23.4,False
sample_5,4704,D0253,suburban,40.8,False
sample_5,4704,D0254,central,19.8,False
sample_5,4704,D0255,suburban,22.8,False
sample_5,4704,D0256,remote,30.7,False
sample_5,4704,D0257,suburban,32.6,False
sample_5,4704,D0258,suburban,23.7,False
sample_5,4704,D0259,remote,36.7,False
sample_5,4704,D0260,central,31.6,False
sample_5,4704,D0261,central,87.8,True
sample_5,4704,D0262,central,32.0,False
sample_5,4704,D0263,central,14.0,False
sample_5,4704,D0264,central,24.9,False
sample_5,4704,D0265,suburban,50.1,False
sample_5,4704,D0266,suburban,26.6,False
sample_5,4704,D0267,remote,44.6,False
sample_5,4704,D0268,suburban,19.2,False
sample_5,4704,D0269,suburban,36.2,False
sample_5,4704,D0270,remote,23.3,False
sample_5,4704,D0271,central,43.3,False
sample_5,4704,D0272,remote,36.3,False
sample_5,4704,D0273,central,49.3,False
sample_5,4704,D0274,remote,29.4,False
sample_5,4704,D0275,remote,18.1,False
sample_5,4704,D0276,suburban,29.5,False
sample_5,4704,D0277,central,32.8,False
sample_5,4704,D0278,suburban,24.6,False
sample_5,4704,D0279,central,21.1,False
sample_5,4704,D0280,central,34.7,False
sample_5,4704,D0281,suburban,23.6,False
sample_5,4704,D0282,suburban,38.7,False
sample_5,4704,D0283,remote,21.3,False
sample_5,4704,D0284,remote,34.8,False
sample_5,4704,D0285,suburban,25.8,False
sample_5,4704,D0286,suburban,50.3,False
sample_5,4704,D0287,central,23.2,False
sample_5,4704,D0288,suburban,47.0,False
sample_5,4704,D0289,central,17.8,False
sample_5,4704,D0290,remote,18.2,False
sample_5,4704,D0291,central,25.7,False
sample_5,4704,D0292,suburban,41.7,False
sample_5,4704,D0293,suburban,37.3,False
sample_5,4704,D0294,remote,23.1,False
sample_5,4704,D0295,central,32.1,False
sample_5,4704,D0296,suburban,30.0,False
sample_5,4704,D0297,central,27.7,False
sample_5,4704,D0298,suburban,37.5,False
sample_5,4704,D0299,central,26.2,False
sample_5,4704,D0300,central,43.1,False
sample_5,4704,D0301,central,81.5,True
sample_5,4704,D0302,suburban,78.3,True
sample_5,4704,D0303,suburban,20.4,False
sample_5,4704,D0304,suburban,18.3,False
sample_5,4704,D0305,suburban,22.6,False
sample_5,4704,D0306,suburban,29.0,False
sample_5,4704,D0307,suburban,31.2,False
sample_5,4704,D0308,suburban,28.3,False
sample_5,4704,D0309,central,27.3,False
sample_5,4704,D0310,suburban,33.2,False
sample_5,4704,D0311,remote,44.1,False
sample_5,4704,D0312,remote,28.2,False
sample_5,4704,D0313,suburban,51.7,False
sample_5,4704,D0314,remote,29.4,False
sample_5,4704,D0315,central,25.7,False
sample_5,4704,D0316,central,28.5,False
sample_5,4704,D0317,central,26.2,False
sample_5,4704,D0318,central,45.0,False
sample_5,4704,D0319,remote,30.1,False
sample_5,4704,D0320,remote,18.8,False
sample_5,4704,D0321,central,21.1,False
sample_5,4704,D0322,central,24.1,False
sample_5,4704,D0323,central,43.1,False
sample_5,4704,D0324,central,45.0,False
sample_5,4704,D0325,remote,52.5,False
sample_5,4704,D0326,central,17.8,False
sample_5,4704,D0327,central,36.7,False
sample_5,4704,D0328,central,25.7,False
sample_5,4704,D0329,remote,104.8,True
sample_5,4704,D0330,suburban,28.0,False
sample_5,4704,D0331,remote,89.9,True
sample_5,4704,D0332,remote,84.2,True
sample_5,4704,D0333,central,34.0,False
sample_5,4704,D0334,suburban,14.1,False
sample_5,4704,D0335,remote,19.2,False
sample_5,4704,D0336,suburban,35.3,False
sample_5,4704,D0337,suburban,16.6,False
sample_5,4704,D0338,central,33.4,False
sample_5,4704,D0339,central,60.4,True
sample_5,4704,D0340,central,22.0,False
sample_5,4704,D0341,central,25.2,False
sample_5,4704,D0342,suburban,37.4,False
sample_5,4704,D0343,central,12.2,False
sample_5,4704,D0344,central,17.8,False
sample_5,4704,D0345,suburban,17.8,False
sample_5,4704,D0346,suburban,38.5,False
sample_5,4704,D0347,central,99.6,True
sample_5,4704,D0348,suburban,68.4,True
sample_5,4704,D0349,suburban,24.5,False
sample_5,4704,D0350,suburban,13.7,False
