sample_id,seed,part_id,machine,length_mm,deviation_from_target,within_spec
sample_3,2706,P0035,M1,49.854,-0.146,True
sample_3,2706,P0036,M1,50.608,0.608,True
sample_3,2706,P0037,M1,51.058,1.058,True
sample_3,2706,P0038,M1,49.891,-0.109,True
sample_3,2706,P0039,M1,49.83,-0.17,True
sample_3,2706,P0040,M1,50.545,0.545,True
sample_3,2706,P0041,M1,49.883,-0.117,True
sample_3,2706,P0042,M1,50.176,0.176,True
sample_3,2706,P0043,M1,50.217,0.217,True
sample_3,2706,P0044,M1,49.275,-0.725,True
sample_3,2706,P0045,M1,49.57,-0.43,True
sample_3,2706,P0046,M1,50.469,0.469,True
sample_3,2706,P0047,M1,49.594,-0.406,True
sample_3,2706,P0048,M1,48.599,-1.401,True
sample_3,2706,P0049,M1,50.752,0.752,True
sample_3,2706,P0050,M1,50.15,0.15,True
sample_3,2706,P0051,M1,49.833,-0.167,True
sample_3,2706,P0052,M1,49.462,-0.538,True
sample_3,2706,P0053,M1,50.351,0.351,True
sample_3,2706,P0054,M1,50.168,0.168,True
sample_3,2706,P0055,M1,49.826,-0.174,True
sample_3,2706,P0056,M1,49.996,-0.004,True
sample_3,2706,P0057,M1,50.553,0.553,True
sample_3,2706,P0058,M1,49.839,-0.161,True
sample_3,2706,P0059,M1,50.292,0.292,True
sample_3,2706,P0060,M1,49.55,-0.45,True
sample_3,2706,P0061,M1,49.649,-0.351,True
sample_3,2706,P0062,M1,49.434,-0.566,True
sample_3,2706,P0063,M1,50.51,0.51,True
sample_3,2706,P0064,M1,49.256,-0.744,True
sample_3,2706,P0065,M1,50.506,0.506,True
sample_3,2706,P0066,M1,50.227,0.227,True
sample_3,2706,P0067,M1,49.553,-0.447,True
sample_3,2706,P0068,M1,49.094,-0.906,True
sample_3,2706,P0069,M1,49.594,-0.406,True
sample_3,2706,P0070,M1,50.359,0.359,True
sample_3,2706,P0071,M1,49.673,-0.327,True
sample_3,2706,P0072,M1,49.318,-0.682,True
sample_3,2706,P0073,M1,50.533,0.533,True
sample_3,2706,P0074,M1,50.395,0.395,True
sample_3,2706,P0075,M1,50.283,0.283,True
sample_3,2706,P0076,M1,50.835,0.835,True
sample_3,2706,P0077,M1,51.354,1.354,True
sample_3,2706,P0078,M1,49.428,-0.572,True
sample_3,2706,P0079,M1,49.753,-0.247,True
sample_3,2706,P0080,M1,49.377,-0.623,True
sample_3,2706,P0081,M1,50.411,0.411,True
sample_3,2706,P0082,M1,49.709,-0.291,True
sample_3,2706,P0083,M1,50.371,0.371,True
sample_3,2706,P0084,M1,48.521,-1.479,True
sample_3,2706,P0085,M1,50.202,0.202,True
sample_3,2706,P0086,M1,50.536,0.536,True
sample_3,2706,P0087,M1,50.261,0.261,True
sample_3,2706,P0088,M1,49.446,-0.554,True
sample_3,2706,P0089,M1,50.069,0.069,True
sample_3,2706,P0090,M1,50.38,0.38,True
sample_3,2706,P0091,M1,49.9,-0.1,True
sample_3,2706,P0092,M1,50.619,0.619,True
sample_3,2706,P0093,M1,50.111,0.111,True
sample_3,2706,P0094,M1,50.03,0.03,True
sample_3,2706,P0095,M1,49.968,-0.032,True
sample_3,2706,P0096,M1,50.483,0.483,True
sample_3,2706,P0097,M1,51.232,1.232,True
sample_3,2706,P0098,M1,49.661,-0.339,True
sample_3,2706,P0099,M1,48.942,-1.058,True
sample_3,2706,P0100,M1,49.321,-0.679,True
sample_3,2706,P0101,M1,49.212,-0.788,True
sample_3,2706,P0102,M1,50.614,0.614,True
sample_3,2706,P0103,M1,49.484,-0.516,True
sample_3,2706,P0104,M1,49.329,-0.671,True
sample_3,2706,P0105,M1,50.324,0.324,True
sample_3,2706,P0106,M1,49.527,-0.473,True
sample_3,2706,P0107,M1,49.554,-0.446,True
sample_3,2706,P0108,M1,49.802,-0.198,True
sample_3,2706,P0109,M1,49.746,-0.254,True
sample_3,2706,P0110,M1,49.554,-0.446,True
sample_3,2706,P0111,M1,50.401,0.401,True
sample_3,2706,P0112,M1,49.083,-0.917,True
sample_3,2706,P0113,M1,50.287,0.287,True
sample_3,2706,P0114,M1,50.671,0.671,True
sample_3,2706,P0115,M1,49.586,-0.414,True
sample_3,2706,P0116,M1,49.699,-0.301,True
sample_3,2706,P0117,M1,49.672,-0.328,True
sample_3,2706,P0118,M1,50.364,0.364,True
sample_3,2706,P0119,M1,49.906,-0.094,True
sample_3,2706,P0120,M1,50.015,0.015,True
sample_3,2706,P0121,M1,49.9,-0.1,True
sample_3,2706,P0122,M1,49.866,-0.134,True
sample_3,2706,P0123,M1,49.624,-0.376,True
sample_3,2706,P0124,M1,49.89,-0.11,True
sample_3,2706,P0125,M1,50.435,0.435,True
sample_3,2706,P0126,M1,50.364,0.364,True
sample_3,2706,P0127,M1,48.422,-1.578,False
sample_3,2706,P0128,M1,50.014,0.014,True
sample_3,2706,P0129,M1,49.207,-0.793,True
sample_3,2706,P0130,M1,49.738,-0.262,True
sample_3,2706,P0131,M1,50.088,0.088,True
sample_3,2706,P0132,M1,50.192,0.192,True
sample_3,2706,P0133,M1,49.815,-0.185,True
sample_3,2706,P0134,M1,50.073,0.073,True
sample_3,2706,P0135,M1,49.321,-0.679,True
sample_3,2706,P0136,M1,49.489,-0.511,True
sample_3,2706,P0137,M1,49.323,-0.677,True
sample_3,2706,P0138,M1,49.827,-0.173,True
sample_3,2706,P0139,M1,49.801,-0.199,True
sample_3,2706,P0140,M1,49.771,-0.229,True
sample_3,2706,P0141,M1,49.328,-0.672,True
sample_3,2706,P0142,M1,49.455,-0.545,True
sample_3,2706,P0143,M1,49.576,-0.424,True
sample_3,2706,P0144,M1,50.221,0.221,True
sample_3,2706,P0145,M1,50.737,0.737,True
sample_3,2706,P0146,M1,50.358,0.358,True
sample_3,2706,P0147,M1,49.712,-0.288,True
sample_3,2706,P0148,M1,49.515,-0.485,True
sample_3,2706,P0149,M1,49.324,-0.676,True
sample_3,2706,P0150,M1,50.235,0.235,True
sample_3,2706,P0151,M1,49.994,-0.006,True
sample_3,2706,P0152,M1,49.815,-0.185,True
sample_3,2706,P0153,M1,49.356,-0.644,True
sample_3,2706,P0154,M1,49.123,-0.877,True
sample_3,2706,P0155,M1,50.867,0.867,True
sample_3,2706,P0156,M1,49.357,-0.643,True
sample_3,2706,P0157,M1,49.878,-0.122,True
sample_3,2706,P0158,M1,49.533,-0.467,True
sample_3,2706,P0159,M1,49.568,-0.432,True
sample_3,2706,P0160,M1,49.611,-0.389,True
sample_3,2706,P0161,M1,48.493,-1.507,False
sample_3,2706,P0162,M1,49.568,-0.432,True
sample_3,2706,P0163,M1,49.862,-0.138,True
sample_3,2706,P0164,M1,49.419,-0.581,True
sample_3,2706,P0165,M1,49.311,-0.689,True
sample_3,2706,P0166,M1,49.662,-0.338,True
sample_3,2706,P0167,M1,49.952,-0.048,True
sample_3,2706,P0168,M1,49.599,-0.401,True
sample_3,2706,P0169,M1,50.282,0.282,True
sample_3,2706,P0170,M1,49.736,-0.264,True
sample_3,2706,P0171,M1,49.47,-0.53,True
sample_3,2706,P0172,M1,49.15,-0.85,True
sample_3,2706,P0173,M1,50.105,0.105,True
sample_3,2706,P0174,M1,50.061,0.061,True
sample_3,2706,P0175,M1,50.285,0.285,True
sample_3,2706,P0176,M1,49.999,-0.001,True
sample_3,2706,P0177,M1,49.882,-0.118,True
sample_3,2706,P0178,M1,49.486,-0.514,True
sample_3,2706,P0179,M1,49.5,-0.5,True
sample_3,2706,P0180,M1,48.934,-1.066,True
sample_3,2706,P0181,M2,49.589,-0.411,True
sample_3,2706,P0182,M2,52.108,2.108,False
sample_3,2706,P0183,M2,50.318,0.318,True
sample_3,2706,P0184,M2,50.456,0.456,True
sample_3,2706,P0185,M2,49.989,-0.011,True
sample_3,2706,P0186,M2,49.703,-0.297,True
sample_3,2706,P0187,M2,49.164,-0.836,True
sample_3,2706,P0188,M2,49.474,-0.526,True
sample_3,2706,P0189,M2,49.454,-0.546,True
sample_3,2706,P0190,M2,50.044,0.044,True
sample_3,2706,P0191,M2,50.571,0.571,True
sample_3,2706,P0192,M2,49.694,-0.306,True
sample_3,2706,P0193,M2,50.317,0.317,True
sample_3,2706,P0194,M2,50.458,0.458,True
sample_3,2706,P0195,M2,51.01,1.01,True
sample_3,2706,P0196,M2,51.34,1.34,True
sample_3,2706,P0197,M2,51.226,1.226,True
sample_3,2706,P0198,M2,49.753,-0.247,True
sample_3,2706,P0199,M2,49.85,-0.15,True
sample_3,2706,P0200,M2,51.443,1.443,True
sample_3,2706,P0201,M2,51.724,1.724,False
sample_3,2706,P0202,M2,48.905,-1.095,True
sample_3,2706,P0203,M2,50.949,0.949,True
sample_3,2706,P0204,M2,49.045,-0.955,True
sample_3,2706,P0205,M2,49.359,-0.641,True
sample_3,2706,P0206,M2,51.689,1.689,False
sample_3,2706,P0207,M2,49.725,-0.275,True
sample_3,2706,P0208,M2,50.747,0.747,True
sample_3,2706,P0209,M2,51.258,1.258,True
sample_3,2706,P0210,M2,50.702,0.702,True
sample_3,2706,P0211,M2,49.101,-0.899,True
sample_3,2706,P0212,M2,49.591,-0.409,True
sample_3,2706,P0213,M2,51.055,1.055,True
sample_3,2706,P0214,M2,49.34,-0.66,True
sample_3,2706,P0215,M2,50.626,0.626,True
sample_3,2706,P0216,M2,50.537,0.537,True
sample_3,2706,P0217,M2,50.958,0.958,True
sample_3,2706,P0218,M2,49.564,-0.436,True
sample_3,2706,P0219,M2,49.677,-0.323,True
sample_3,2706,P0220,M2,49.084,-0.916,True
sample_3,2706,P0221,M2,50.431,0.431,True
sample_3,2706,P0222,M2,50.318,0.318,True
sample_3,2706,P0223,M2,50.061,0.061,True
sample_3,2706,P0224,M2,48.8,-1.2,True
sample_3,2706,P0225,M2,49.818,-0.182,True
sample_3,2706,P0226,M2,50.118,0.118,True
sample_3,2706,P0227,M2,51.767,1.767,False
sample_3,2706,P0228,M2,50.565,0.565,True
sample_3,2706,P0229,M2,50.983,0.983,True
sample_3,2706,P0230,M2,50.67,0.67,True
sample_3,2706,P0231,M2,49.719,-0.281,True
sample_3,2706,P0232,M2,50.314,0.314,True
sample_3,2706,P0233,M2,50.24,0.24,True
sample_3,2706,P0234,M2,50.315,0.315,True
sample_3,2706,P0235,M2,51.344,1.344,True
sample_3,2706,P0236,M2,50.138,0.138,True
sample_3,2706,P0237,M2,51.035,1.035,True
sample_3,2706,P0238,M2,50.646,0.646,True
sample_3,2706,P0239,M2,48.502,-1.498,True
sample_3,2706,P0240,M2,49.18,-0.82,True
sample_3,2706,P0241,M2,50.09,0.09,True
sample_3,2706,P0242,M2,50.024,0.024,True
sample_3,2706,P0243,M2,50.318,0.318,True
sample_3,2706,P0244,M2,50.852,0.852,True
sample_3,2706,P0245,M2,49.747,-0.253,True
sample_3,2706,P0246,M2,50.326,0.326,True
sample_3,2706,P0247,M2,50.19,0.19,True
sample_3,2706,P0248,M2,51.229,1.229,True
sample_3,2706,P0249,M2,49.71,-0.29,True
sample_3,2706,P0250,M2,50.56,0.56,True
sample_3,2706,P0251,M2,51.207,1.207,True
sample_3,2706,P0252,M2,51.632,1.632,False
sample_3,2706,P0253,M2,51.565,1.565,False
sample_3,2706,P0254,M2,50.418,0.418,True
sample_3,2706,P0255,M2,50.64,0.64,True
sample_3,2706,P0256,M2,51.315,1.315,True
sample_3,2706,P0257,M2,50.677,0.677,True
sample_3,2706,P0258,M2,50.981,0.981,True
sample_3,2706,P0259,M2,50.916,0.916,True
sample_3,2706,P0260,M2,51.865,1.865,False
sample_3,2706,P0261,M2,50.611,0.611,True
sample_3,2706,P0262,M2,49.035,-0.965,True
sample_3,2706,P0263,M2,50.385,0.385,True
sample_3,2706,P0264,M2,50.125,0.125,True
sample_3,2706,P0265,M2,49.276,-0.724,True
sample_3,2706,P0266,M2,49.583,-0.417,True
sample_3,2706,P0267,M2,51.511,1.511,False
sample_3,2706,P0268,M2,50.56,0.56,True
sample_3,2706,P0269,M2,49.434,-0.566,True
sample_3,2706,P0270,M2,49.755,-0.245,True
sample_3,2706,P0271,M2,51.006,1.006,True
sample_3,2706,P0272,M2,50.937,0.937,True
sample_3,2706,P0273,M2,50.86,0.86,True
sample_3,2706,P0274,M2,50.269,0.269,True
sample_3,2706,P0275,M2,49.368,-0.632,True
sample_3,2706,P0276,M2,49.663,-0.337,True
sample_3,2706,P0277,M2,50.626,0.626,True
sample_3,2706,P0278,M2,49.951,-0.049,True
sample_3,2706,P0279,M2,51.071,1.071,True
sample_3,2706,P0280,M2,51.224,1.224,True
sample_3,2706,P0281,M2,50.69,0.69,True
sample_3,2706,P0282,M2,51.029,1.029,True
sample_3,2706,P0283,M2,50.229,0.229,True
sample_3,2706,P0284,M2,49.724,-0.276,True
sample_3,2706,P0285,M2,49.315,-0.685,True
sample_3,2706,P0286,M2,50.736,0.736,True
sample_3,2706,P0287,M2,49.891,-0.109,True
sample_3,2706,P0288,M2,48.934,-1.066,True
sample_3,2706,P0289,M2,51.163,1.163,True
sample_3,2706,P0290,M2,50.541,0.541,True
sample_3,2706,P0291,M2,49.958,-0.042,True
sample_3,2706,P0292,M2,51.62,1.62,False
sample_3,2706,P0293,M2,50.02,0.02,True
sample_3,2706,P0294,M2,50.212,0.212,True
sample_3,2706,P0295,M2,51.277,1.277,True
sample_3,2706,P0296,M2,50.373,0.373,True
sample_3,2706,P0297,M2,51.683,1.683,False
sample_3,2706,P0298,M2,50.662,0.662,True
sample_3,2706,P0299,M2,50.251,0.251,True
sample_3,2706,P0300,M2,48.885,-1.115,True
sample_3,2706,P0301,M2,50.115,0.115,True
sample_3,2706,P0302,M2,51.201,1.201,True
sample_3,2706,P0303,M2,48.776,-1.224,True
sample_3,2706,P0304,M2,51.218,1.218,True
sample_3,2706,P0305,M2,50.368,0.368,True
sample_3,2706,P0306,M2,50.323,0.323,True
sample_3,2706,P0307,M2,48.181,-1.819,False
sample_3,2706,P0308,M2,50.38,0.38,True
sample_3,2706,P0309,M2,48.914,-1.086,True
sample_3,2706,P0310,M2,50.382,0.382,True
sample_3,2706,P0311,M2,50.521,0.521,True
sample_3,2706,P0312,M2,50.141,0.141,True
sample_3,2706,P0313,M2,51.655,1.655,False
sample_3,2706,P0314,M2,49.943,-0.057,True
sample_3,2706,P0315,M2,50.456,0.456,True
sample_3,2706,P0316,M2,49.658,-0.342,True
sample_3,2706,P0317,M2,49.59,-0.41,True
sample_3,2706,P0318,M2,50.969,0.969,True
sample_3,2706,P0319,M2,50.182,0.182,True
sample_3,2706,P0320,M2,50.755,0.755,True
sample_3,2706,P0321,M2,50.161,0.161,True
sample_3,2706,P0322,M2,50.246,0.246,True
sample_3,2706,P0323,M2,50.403,0.403,True
sample_3,2706,P0324,M2,50.555,0.555,True
sample_3,2706,P0325,M2,50.463,0.463,True
sample_3,2706,P0326,M2,49.943,-0.057,True
sample_3,2706,P0327,M2,51.553,1.553,False
sample_3,2706,P0328,M2,50.102,0.102,True
sample_3,2706,P0329,M2,49.863,-0.137,True
sample_3,2706,P0330,M2,51.453,1.453,True
sample_3,2706,P0331,M2,51.747,1.747,False
sample_3,2706,P0332,M2,50.356,0.356,True
sample_3,2706,P0333,M2,50.075,0.075,True
sample_3,2706,P0334,M2,50.818,0.818,True
sample_3,2706,P0335,M2,51.371,1.371,True
sample_3,2706,P0336,M2,50.399,0.399,True
sample_3,2706,P0337,M2,51.124,1.124,True
sample_3,2706,P0338,M2,51.025,1.025,True
sample_3,2706,P0339,M2,51.329,1.329,True
sample_3,2706,P0340,M2,49.771,-0.229,True
sample_3,2706,P0341,M2,50.519,0.519,True
sample_3,2706,P0342,M2,50.704,0.704,True
sample_3,2706,P0343,M2,49.706,-0.294,True
sample_3,2706,P0344,M2,51.554,1.554,False
sample_3,2706,P0345,M2,49.46,-0.54,True
sample_3,2706,P0346,M2,50.682,0.682,True
sample_3,2706,P0347,M2,50.836,0.836,True
sample_3,2706,P0348,M2,49.32,-0.68,True
sample_3,2706,P0349,M2,50.251,0.251,True
sample_3,2706,P0350,M2,49.857,-0.143,True
sample_3,2706,P0351,M2,50.066,0.066,True
sample_3,2706,P0352,M2,49.788,-0.212,True
sample_3,2706,P0353,M2,50.102,0.102,True
sample_3,2706,P0354,M2,51.193,1.193,True
sample_3,2706,P0355,M2,48.807,-1.193,True
sample_3,2706,P0356,M2,50.038,0.038,True
sample_3,2706,P0357,M2,50.108,0.108,True
sample_3,2706,P0358,M2,50.443,0.443,True
sample_3,2706,P0359,M2,49.821,-0.179,True
sample_3,2706,P0360,M2,50.477,0.477,True
sample_3,2706,P0361,M3,50.333,0.333,True
sample_3,2706,P0362,M3,49.762,-0.238,True
sample_3,2706,P0363,M3,49.714,-0.286,True
sample_3,2706,P0364,M3,50.124,0.124,True
sample_3,2706,P0365,M3,50.186,0.186,True
sample_3,2706,P0366,M3,50.278,0.278,True
sample_3,2706,P0367,M3,49.632,-0.368,True
sample_3,2706,P0368,M3,49.931,-0.069,True
sample_3,2706,P0369,M3,50.317,0.317,True
sample_3,2706,P0370,M3,50.782,0.782,True
sample_3,2706,P0371,M3,49.904,-0.096,True
sample_3,2706,P0372,M3,49.977,-0.023,True
sample_3,2706,P0373,M3,49.004,-0.996,True
sample_3,2706,P0374,M3,48.93,-1.07,True
sample_3,2706,P0375,M3,49.559,-0.441,True
sample_3,2706,P0376,M3,50.009,0.009,True
sample_3,2706,P0377,M3,50.484,0.484,True
sample_3,2706,P0378,M3,50.65,0.65,True
sample_3,2706,P0379,M3,49.837,-0.163,True
sample_3,2706,P0380,M3,49.577,-0.423,True
sample_3,2706,P0381,M3,49.674,-0.326,True
sample_3,2706,P0382,M3,49.189,-0.811,True
sample_3,2706,P0383,M3,49.219,-0.781,True
sample_3,2706,P0384,M3,48.529,-1.471,True
sample_3,2706,P0385,M3,51.105,1.105,True
sample_3,2706,P0386,M3,49.672,-0.328,True
sample_3,2706,P0387,M3,49.649,-0.351,True
sample_3,2706,P0388,M3,50.124,0.124,True
sample_3,2706,P0389,M3,50.274,0.274,True
sample_3,2706,P0390,M3,48.542,-1.458,True
sample_3,2706,P0391,M3,50.316,0.316,True
sample_3,2706,P0392,M3,50.069,0.069,True
sample_3,2706,P0393,M3,49.802,-0.198,True
sample_3,2706,P0394,M3,49.491,-0.509,True
sample_3,2706,P0395,M3,48.852,-1.148,True
sample_3,2706,P0396,M3,49.927,-0.073,True
sample_3,2706,P0397,M3,50.297,0.297,True
sample_3,2706,P0398,M3,49.074,-0.926,True
sample_3,2706,P0399,M3,50.375,0.375,True
sample_3,2706,P0400,M3,49.091,-0.909,True
sample_3,2706,P0401,M3,48.937,-1.063,True
sample_3,2706,P0402,M3,49.773,-0.227,True
sample_3,2706,P0403,M3,50.836,0.836,True
sample_3,2706,P0404,M3,48.972,-1.028,True
sample_3,2706,P0405,M3,50.739,0.739,True
sample_3,2706,P0406,M3,49.481,-0.519,True
sample_3,2706,P0407,M3,49.056,-0.944,True
sample_3,2706,P0408,M3,49.045,-0.955,True
sample_3,2706,P0409,M3,50.747,0.747,True
sample_3,2706,P0410,M3,49.009,-0.991,True
sample_3,2706,P0411,M3,49.303,-0.697,True
sample_3,2706,P0412,M3,50.248,0.248,True
sample_3,2706,P0413,M3,50.125,0.125,True
sample_3,2706,P0414,M3,50.51,0.51,True
sample_3,2706,P0415,M3,49.997,-0.003,True
sample_3,2706,P0416,M3,49.445,-0.555,True
sample_3,2706,P0417,M3,48.116,-1.884,False
sample_3,2706,P0418,M3,49.546,-0.454,True
sample_3,2706,P0419,M3,48.333,-1.667,False
sample_3,2706,P0420,M3,49.876,-0.124,True
sample_3,2706,P0421,M3,49.807,-0.193,True
sample_3,2706,P0422,M3,48.839,-1.161,True
sample_3,2706,P0423,M3,50.756,0.756,True
sample_3,2706,P0424,M3,50.024,0.024,True
sample_3,2706,P0425,M3,50.064,0.064,True
sample_3,2706,P0426,M3,50.438,0.438,True
sample_3,2706,P0427,M3,49.856,-0.144,True
sample_3,2706,P0428,M3,49.606,-0.394,True
sample_3,2706,P0429,M3,49.994,-0.006,True
sample_3,2706,P0430,M3,49.883,-0.117,True
sample_3,2706,P0431,M3,49.912,-0.088,True
sample_3,2706,P0432,M3,50.291,0.291,True
sample_3,2706,P0433,M3,49.722,-0.278,True
sample_3,2706,P0434,M3,49.726,-0.274,True
sample_3,2706,P0435,M3,49.912,-0.088,True
sample_3,2706,P0436,M3,48.727,-1.273,True
sample_3,2706,P0437,M3,48.866,-1.134,True
sample_3,2706,P0438,M3,49.932,-0.068,True
sample_3,2706,P0439,M3,49.703,-0.297,True
sample_3,2706,P0440,M3,48.823,-1.177,True
sample_3,2706,P0441,M3,49.976,-0.024,True
sample_3,2706,P0442,M3,49.938,-0.062,True
sample_3,2706,P0443,M3,50.439,0.439,True
sample_3,2706,P0444,M3,48.955,-1.045,True
sample_3,2706,P0445,M3,49.439,-0.561,True
sample_3,2706,P0446,M3,50.244,0.244,True
sample_3,2706,P0447,M3,49.468,-0.532,True
sample_3,2706,P0448,M3,50.515,0.515,True
sample_3,2706,P0449,M3,49.244,-0.756,True
sample_3,2706,P0450,M3,49.829,-0.171,True
sample_3,2706,P0451,M3,48.884,-1.116,True
sample_3,2706,P0452,M3,50.05,0.05,True
sample_3,2706,P0453,M3,50.897,0.897,True
sample_3,2706,P0454,M3,50.07,0.07,True
sample_3,2706,P0455,M3,49.084,-0.916,True
sample_3,2706,P0456,M3,49.654,-0.346,True
sample_3,2706,P0457,M3,48.298,-1.702,False
sample_3,2706,P0458,M3,50.14,0.14,True
sample_3,2706,P0459,M3,49.654,-0.346,True
sample_3,2706,P0460,M3,49.722,-0.278,True
sample_3,2706,P0461,M3,50.457,0.457,True
sample_3,2706,P0462,M3,51.128,1.128,True
sample_3,2706,P0463,M3,50.35,0.35,True
sample_3,2706,P0464,M3,49.491,-0.509,True
sample_3,2706,P0465,M3,49.61,-0.39,True
sample_3,2706,P0466,M3,49.694,-0.306,True
sample_3,2706,P0467,M3,50.156,0.156,True
sample_3,2706,P0468,M3,50.142,0.142,True
sample_3,2706,P0469,M3,49.797,-0.203,True
sample_3,2706,P0470,M3,50.038,0.038,True
sample_3,2706,P0471,M3,48.31,-1.69,False
sample_3,2706,P0472,M3,48.935,-1.065,True
sample_3,2706,P0473,M3,50.042,0.042,True
sample_3,2706,P0474,M3,48.958,-1.042,True
sample_3,2706,P0475,M3,50.276,0.276,True
sample_3,2706,P0476,M3,49.875,-0.125,True
sample_3,2706,P0477,M3,49.593,-0.407,True
sample_3,2706,P0478,M3,47.777,-2.223,False
sample_3,2706,P0479,M3,50.781,0.781,True
sample_3,2706,P0480,M3,49.467,-0.533,True
sample_3,2706,P0481,M3,49.324,-0.676,True
sample_3,2706,P0482,M3,50.105,0.105,True
sample_3,2706,P0483,M3,50.175,0.175,True
sample_3,2706,P0484,M3,50.962,0.962,True
sample_3,2706,P0485,M3,50.315,0.315,True
sample_3,2706,P0486,M3,50.389,0.389,True
sample_3,2706,P0487,M3,48.806,-1.194,True
sample_3,2706,P0488,M3,50.37,0.37,True
sample_3,2706,P0489,M3,49.647,-0.353,True
sample_3,2706,P0490,M3,49.997,-0.003,True
sample_3,2706,P0491,M3,48.68,-1.32,True
sample_3,2706,P0492,M3,49.721,-0.279,True
sample_3,2706,P0493,M3,49.895,-0.105,True
sample_3,2706,P0494,M3,49.181,-0.819,True
sample_3,2706,P0495,M3,49.936,-0.064,True
sample_3,2706,P0496,M3,49.907,-0.093,True
sample_3,2706,P0497,M3,48.196,-1.804,False
sample_3,2706,P0498,M3,49.762,-0.238,True
sample_3,2706,P0499,M3,50.021,0.021,True
sample_3,2706,P0500,M3,50.549,0.549,True
sample_3,2706,P0501,M3,50.857,0.857,True
sample_3,2706,P0502,M3,49.818,-0.182,True
sample_3,2706,P0503,M3,49.149,-0.851,True
sample_3,2706,P0504,M3,49.692,-0.308,True
sample_3,2706,P0505,M3,49.615,-0.385,True
sample_3,2706,P0506,M3,49.569,-0.431,True
sample_3,2706,P0507,M3,49.637,-0.363,True
sample_3,2706,P0508,M3,49.542,-0.458,True
sample_3,2706,P0509,M3,50.111,0.111,True
sample_3,2706,P0510,M3,49.662,-0.338,True
sample_3,2706,P0511,M3,48.924,-1.076,True
sample_3,2706,P0512,M3,49.807,-0.193,True
sample_3,2706,P0513,M3,49.913,-0.087,True
sample_3,2706,P0514,M3,49.304,-0.696,True
sample_3,2706,P0515,M3,49.025,-0.975,True
sample_3,2706,P0516,M3,48.828,-1.172,True
sample_3,2706,P0517,M3,48.922,-1.078,True
sample_3,2706,P0518,M3,47.839,-2.161,False
sample_3,2706,P0519,M3,49.655,-0.345,True
sample_3,2706,P0520,M3,49.5,-0.5,True
sample_3,2706,P0521,M3,49.195,-0.805,True
sample_3,2706,P0522,M3,49.037,-0.963,True
sample_3,2706,P0523,M3,51.051,1.051,True
sample_3,2706,P0524,M3,48.897,-1.103,True
sample_3,2706,P0525,M3,49.944,-0.056,True
sample_3,2706,P0526,M3,49.215,-0.785,True
sample_3,2706,P0527,M3,48.326,-1.674,False
sample_3,2706,P0528,M3,48.189,-1.811,False
sample_3,2706,P0529,M3,50.775,0.775,True
sample_3,2706,P0530,M3,49.571,-0.429,True
sample_3,2706,P0531,M3,49.004,-0.996,True
sample_3,2706,P0532,M3,51.104,1.104,True
sample_3,2706,P0533,M3,49.433,-0.567,True
sample_3,2706,P0534,M3,49.554,-0.446,True
sample_3,2706,P0535,M3,49.059,-0.941,True
sample_3,2706,P0536,M3,49.718,-0.282,True
sample_3,2706,P0537,M3,49.453,-0.547,True
sample_3,2706,P0538,M3,50.524,0.524,True
sample_3,2706,P0539,M3,50.233,0.233,True
sample_3,2706,P0540,M3,50.155,0.155,True
sample_4,3706,P0001,M1,50.344,0.344,True
sample_4,3706,P0002,M1,50.236,0.236,True
sample_4,3706,P0003,M1,49.679,-0.321,True
sample_4,3706,P0004,M1,50.365,0.365,True
sample_4,3706,P0005,M1,49.942,-0.058,True
sample_4,3706,P0006,M1,49.927,-0.073,True
sample_4,3706,P0007,M1,50.122,0.122,True
sample_4,3706,P0008,M1,49.862,-0.138,True
sample_4,3706,P0009,M1,48.342,-1.658,False
sample_4,3706,P0010,M1,50.176,0.176,True
sample_4,3706,P0011,M1,50.044,0.044,True
sample_4,3706,P0012,M1,49.345,-0.655,True
sample_4,3706,P0013,M1,49.382,-0.618,True
sample_4,3706,P0014,M1,50.307,0.307,True
sample_4,3706,P0015,M1,49.744,-0.256,True
sample_4,3706,P0016,M1,48.731,-1.269,True
sample_4,3706,P0017,M1,50.132,0.132,True
sample_4,3706,P0018,M1,49.798,-0.202,True
sample_4,3706,P0019,M1,49.902,-0.098,True
sample_4,3706,P0020,M1,49.664,-0.336,True
sample_4,3706,P0021,M1,49.899,-0.101,True
sample_4,3706,P0022,M1,50.018,0.018,True
sample_4,3706,P0023,M1,50.982,0.982,True
sample_4,3706,P0024,M1,50.189,0.189,True
sample_4,3706,P0025,M1,51.074,1.074,True
sample_4,3706,P0026,M1,50.633,0.633,True
sample_4,3706,P0027,M1,49.121,-0.879,True
sample_4,3706,P0028,M1,49.294,-0.706,True
sample_4,3706,P0029,M1,50.321,0.321,True
sample_4,3706,P0030,M1,50.068,0.068,True
sample_4,3706,P0031,M1,49.195,-0.805,True
sample_4,3706,P0032,M1,50.014,0.014,True
sample_4,3706,P0033,M1,49.596,-0.404,True
sample_4,3706,P0034,M1,50.019,0.019,True
sample_4,3706,P0035,M1,49.492,-0.508,True
sample_4,3706,P0036,M1,50.592,0.592,True
sample_4,3706,P0037,M1,50.179,0.179,True
sample_4,3706,P0038,M1,50.201,0.201,True
sample_4,3706,P0039,M1,50.335,0.335,True
sample_4,3706,P0040,M1,50.714,0.714,True
sample_4,3706,P0041,M1,50.495,0.495,True
