sample_id,seed,customer_id,age_group,channel,satisfaction,renewed
sample_3,2705,C0014,41-60,website,3,False
sample_3,2705,C0015,41-60,mobile_app,3,False
sample_3,2705,C0016,26-40,website,5,True
sample_3,2705,C0017,26-40,mobile_app,5,True
sample_3,2705,C0018,26-40,website,4,False
sample_3,2705,C0019,60+,mobile_app,4,True
sample_3,2705,C0020,41-60,mobile_app,5,True
sample_3,2705,C0021,26-40,website,4,True
sample_3,2705,C0022,18-25,website,4,True
sample_3,2705,C0023,60+,mobile_app,5,True
sample_3,2705,C0024,26-40,website,3,True
sample_3,2705,C0025,41-60,mobile_app,4,True
sample_3,2705,C0026,41-60,mobile_app,5,True
sample_3,2705,C0027,18-25,website,4,True
sample_3,2705,C0028,18-25,mobile_app,5,True
sample_3,2705,C0029,18-25,mobile_app,5,True
sample_3,2705,C0030,26-40,website,5,True
sample_3,2705,C0031,60+,website,2,False
sample_3,2705,C0032,18-25,website,4,False
sample_3,2705,C0033,26-40,website,5,True
sample_3,2705,C0034,26-40,website,5,True
sample_3,2705,C0035,41-60,website,3,True
sample_3,2705,C0036,26-40,website,4,False
sample_3,2705,C0037,41-60,mobile_app,3,True
sample_3,2705,C0038,26-40,website,3,True
sample_3,2705,C0039,41-60,mobile_app,4,False
sample_3,2705,C0040,41-60,mobile_app,4,True
sample_3,2705,C0041,60+,mobile_app,3,True
sample_3,2705,C0042,41-60,website,3,True
sample_3,2705,C0043,26-40,mobile_app,3,False
sample_3,2705,C0044,18-25,website,4,True
sample_3,2705,C0045,41-60,mobile_app,3,False
sample_3,2705,C0046,41-60,mobile_app,5,True
sample_3,2705,C0047,41-60,phone,5,True
sample_3,2705,C0048,26-40,website,5,True
sample_3,2705,C0049,41-60,website,3,False
sample_3,2705,C0050,26-40,website,3,True
sample_3,2705,C0051,41-60,phone,2,False
sample_3,2705,C0052,60+,mobile_app,4,True
sample_3,2705,C0053,41-60,mobile_app,3,True
sample_3,2705,C0054,26-40,phone,2,False
sample_3,2705,C0055,18-25,website,3,True
sample_3,2705,C0056,26-40,mobile_app,5,True
sample_3,2705,C0057,26-40,mobile_app,4,False
sample_3,2705,C0058,41-60,mobile_app,4,True
sample_3,2705,C0059,41-60,website,4,False
sample_3,2705,C0060,41-60,mobile_app,5,True
sample_3,2705,C0061,26-40,website,3,True
sample_3,2705,C0062,26-40,website,4,False
sample_3,2705,C0063,18-25,website,4,False
sample_3,2705,C0064,41-60,mobile_app,4,True
sample_3,2705,C0065,18-25,website,3,True
sample_3,2705,C0066,26-40,website,4,True
sample_3,2705,C0067,60+,website,5,True
sample_3,2705,C0068,41-60,website,5,True
sample_3,2705,C0069,26-40,website,4,True
sample_3,2705,C0070,26-40,website,4,False
sample_3,2705,C0071,18-25,phone,3,False
sample_3,2705,C0072,26-40,website,3,False
sample_3,2705,C0073,41-60,mobile_app,5,True
sample_3,2705,C0074,18-25,website,4,True
sample_3,2705,C0075,26-40,website,5,True
sample_3,2705,C0076,41-60,mobile_app,4,True
sample_3,2705,C0077,41-60,mobile_app,3,True
sample_3,2705,C0078,26-40,website,5,True
sample_3,2705,C0079,41-60,website,4,True
sample_3,2705,C0080,60+,website,4,True
sample_3,2705,C0081,26-40,website,3,True
sample_3,2705,C0082,18-25,website,4,True
sample_3,2705,C0083,41-60,website,3,True
sample_3,2705,C0084,26-40,website,4,True
sample_3,2705,C0085,26-40,website,5,True
sample_3,2705,C0086,26-40,website,2,True
sample_3,2705,C0087,26-40,website,4,True
sample_3,2705,C0088,41-60,website,4,True
sample_3,2705,C0089,18-25,website,4,True
sample_3,2705,C0090,26-40,phone,4,False
sample_3,2705,C0091,26-40,phone,3,True
sample_3,2705,C0092,41-60,mobile_app,4,True
sample_3,2705,C0093,41-60,website,3,True
sample_3,2705,C0094,60+,website,4,True
sample_3,2705,C0095,41-60,mobile_app,5,True
sample_3,2705,C0096,26-40,website,3,True
sample_3,2705,C0097,26-40,website,5,True
sample_3,2705,C0098,41-60,website,4,True
sample_3,2705,C0099,26-40,mobile_app,3,True
sample_3,2705,C0100,41-60,phone,4,False
sample_3,2705,C0101,26-40,website,5,True
sample_3,2705,C0102,26-40,website,3,True
sample_3,2705,C0103,60+,website,3,True
sample_3,2705,C0104,26-40,phone,5,True
sample_3,2705,C0105,41-60,website,4,True
sample_3,2705,C0106,41-60,website,4,True
sample_3,2705,C0107,26-40,website,5,True
sample_3,2705,C0108,60+,mobile_app,3,False
sample_3,2705,C0109,26-40,website,4,True
sample_3,2705,C0110,26-40,website,4,True
sample_3,2705,C0111,60+,mobile_app,3,True
sample_3,2705,C0112,26-40,mobile_app,5,True
sample_3,2705,C0113,41-60,website,3,False
sample_3,2705,C0114,26-40,website,4,True
sample_3,2705,C0115,41-60,website,3,True
sample_3,2705,C0116,26-40,mobile_app,4,True
sample_3,2705,C0117,26-40,website,4,False
sample_3,2705,C0118,18-25,website,3,True
sample_3,2705,C0119,41-60,mobile_app,3,True
sample_3,2705,C0120,26-40,mobile_app,5,True
sample_3,2705,C0121,41-60,phone,2,False
sample_3,2705,C0122,26-40,website,3,True
sample_3,2705,C0123,41-60,website,3,False
sample_3,2705,C0124,41-60,website,3,True
sample_3,2705,C0125,26-40,phone,4,True
sample_3,2705,C0126,26-40,website,4,True
sample_3,2705,C0127,41-60,website,4,True
sample_3,2705,C0128,26-40,mobile_app,4,True
sample_3,2705,C0129,41-60,website,3,True
sample_3,2705,C0130,18-25,website,3,True
sample_3,2705,C0131,26-40,mobile_app,5,True
sample_3,2705,C0132,18-25,website,4,False
sample_3,2705,C0133,18-25,website,4,True
sample_3,2705,C0134,41-60,website,2,False
sample_3,2705,C0135,60+,mobile_app,5,True
sample_3,2705,C0136,26-40,website,4,True
sample_3,2705,C0137,60+,mobile_app,4,True
sample_3,2705,C0138,18-25,mobile_app,4,True
sample_3,2705,C0139,26-40,website,5,True
sample_3,2705,C0140,60+,mobile_app,3,True
sample_3,2705,C0141,41-60,mobile_app,5,True
sample_3,2705,C0142,18-25,mobile_app,5,True
sample_3,2705,C0143,26-40,website,4,True
sample_3,2705,C0144,26-40,mobile_app,4,True
sample_3,2705,C0145,41-60,website,3,True
sample_3,2705,C0146,41-60,mobile_app,2,False
sample_3,2705,C0147,41-60,mobile_app,5,True
sample_3,2705,C0148,18-25,website,3,True
sample_3,2705,C0149,18-25,website,4,True
sample_3,2705,C0150,26-40,website,4,True
sample_3,2705,C0151,41-60,website,4,True
sample_3,2705,C0152,41-60,mobile_app,3,True
sample_3,2705,C0153,26-40,mobile_app,4,True
sample_3,2705,C0154,41-60,website,3,False
sample_3,2705,C0155,26-40,mobile_app,3,True
sample_3,2705,C0156,41-60,mobile_app,4,True
sample_3,2705,C0157,18-25,website,5,True
sample_3,2705,C0158,41-60,website,4,False
sample_3,2705,C0159,18-25,website,3,True
sample_3,2705,C0160,60+,website,3,False
sample_3,2705,C0161,26-40,mobile_app,4,True
sample_3,2705,C0162,26-40,mobile_app,4,True
sample_3,2705,C0163,41-60,website,3,True
sample_3,2705,C0164,26-40,mobile_app,4,True
sample_3,2705,C0165,60+,mobile_app,3,True
sample_3,2705,C0166,26-40,website,3,True
sample_3,2705,C0167,18-25,website,5,True
sample_3,2705,C0168,18-25,website,5,True
sample_3,2705,C0169,18-25,website,5,True
sample_3,2705,C0170,41-60,mobile_app,4,True
sample_3,2705,C0171,26-40,mobile_app,5,True
sample_3,2705,C0172,41-60,website,3,False
sample_3,2705,C0173,60+,website,4,True
sample_3,2705,C0174,41-60,website,3,True
sample_3,2705,C0175,60+,website,3,True
sample_3,2705,C0176,18-25,phone,3,True
sample_3,2705,C0177,26-40,website,4,True
sample_3,2705,C0178,41-60,phone,4,False
sample_3,2705,C0179,41-60,mobile_app,3,False
sample_3,2705,C0180,41-60,website,3,True
sample_3,2705,C0181,18-25,website,4,True
sample_3,2705,C0182,18-25,website,2,False
sample_3,2705,C0183,26-40,mobile_app,4,True
sample_3,2705,C0184,41-60,mobile_app,5,True
sample_3,2705,C0185,18-25,website,4,True
sample_3,2705,C0186,41-60,mobile_app,3,False
sample_3,2705,C0187,41-60,phone,4,True
sample_3,2705,C0188,60+,website,5,True
sample_3,2705,C0189,41-60,website,5,True
sample_3,2705,C0190,26-40,mobile_app,2,False
sample_3,2705,C0191,26-40,website,3,True
sample_3,2705,C0192,26-40,website,3,True
sample_3,2705,C0193,26-40,mobile_app,5,True
sample_3,2705,C0194,26-40,mobile_app,4,True
sample_3,2705,C0195,41-60,phone,4,True
sample_3,2705,C0196,26-40,mobile_app,4,True
sample_3,2705,C0197,41-60,website,4,True
sample_3,2705,C0198,26-40,website,4,True
sample_3,2705,C0199,26-40,mobile_app,5,True
sample_3,2705,C0200,41-60,mobile_app,3,True
sample_3,2705,C0201,18-25,mobile_app,3,True
sample_3,2705,C0202,60+,website,4,True
sample_3,2705,C0203,18-25,website,2,True
sample_3,2705,C0204,41-60,mobile_app,3,True
sample_3,2705,C0205,26-40,phone,4,True
sample_3,2705,C0206,18-25,phone,3,True
sample_3,2705,C0207,26-40,mobile_app,3,True
sample_3,2705,C0208,18-25,mobile_app,4,True
sample_3,2705,C0209,18-25,website,4,False
sample_3,2705,C0210,26-40,phone,4,True
sample_3,2705,C0211,60+,website,3,True
sample_3,2705,C0212,26-40,website,4,False
sample_3,2705,C0213,41-60,website,3,False
sample_3,2705,C0214,26-40,mobile_app,3,True
sample_3,2705,C0215,41-60,website,3,True
sample_3,2705,C0216,60+,mobile_app,3,True
sample_3,2705,C0217,26-40,phone,3,True
sample_3,2705,C0218,18-25,website,3,False
sample_3,2705,C0219,26-40,website,3,False
sample_3,2705,C0220,26-40,mobile_app,4,True
sample_3,2705,C0221,41-60,mobile_app,4,False
sample_3,2705,C0222,41-60,mobile_app,3,True
sample_3,2705,C0223,41-60,mobile_app,5,True
sample_3,2705,C0224,41-60,mobile_app,5,True
sample_3,2705,C0225,41-60,website,5,True
sample_3,2705,C0226,18-25,phone,3,True
sample_3,2705,C0227,26-40,website,4,True
sample_3,2705,C0228,26-40,website,4,False
sample_3,2705,C0229,41-60,website,4,True
sample_3,2705,C0230,26-40,website,4,True
sample_3,2705,C0231,18-25,website,5,True
sample_3,2705,C0232,18-25,website,4,False
sample_3,2705,C0233,60+,website,5,True
sample_3,2705,C0234,26-40,website,4,True
sample_3,2705,C0235,18-25,phone,3,True
sample_3,2705,C0236,26-40,website,3,False
sample_3,2705,C0237,41-60,website,3,True
sample_3,2705,C0238,41-60,mobile_app,4,True
sample_3,2705,C0239,60+,mobile_app,2,False
sample_3,2705,C0240,18-25,website,2,False
sample_3,2705,C0241,26-40,website,4,False
sample_3,2705,C0242,26-40,mobile_app,4,True
sample_3,2705,C0243,41-60,mobile_app,4,True
sample_3,2705,C0244,26-40,website,3,True
sample_3,2705,C0245,41-60,phone,3,False
sample_3,2705,C0246,26-40,mobile_app,3,True
sample_3,2705,C0247,26-40,website,3,True
sample_3,2705,C0248,26-40,website,3,True
sample_3,2705,C0249,26-40,mobile_app,3,False
sample_3,2705,C0250,18-25,website,3,True
sample_3,2705,C0251,26-40,website,4,True
sample_3,2705,C0252,18-25,phone,2,False
sample_3,2705,C0253,18-25,mobile_app,4,True
sample_3,2705,C0254,41-60,mobile_app,2,True
sample_3,2705,C0255,26-40,website,4,True
sample_3,2705,C0256,26-40,phone,4,True
sample_3,2705,C0257,60+,phone,3,False
sample_3,2705,C0258,41-60,website,2,True
sample_3,2705,C0259,26-40,phone,5,False
sample_3,2705,C0260,41-60,mobile_app,5,True
sample_3,2705,C0261,41-60,phone,3,True
sample_3,2705,C0262,41-60,mobile_app,1,True
sample_3,2705,C0263,41-60,website,4,True
sample_3,2705,C0264,60+,phone,4,True
sample_3,2705,C0265,18-25,mobile_app,4,True
sample_3,2705,C0266,41-60,mobile_app,3,True
sample_3,2705,C0267,60+,mobile_app,4,True
sample_3,2705,C0268,26-40,website,5,True
sample_3,2705,C0269,26-40,website,2,False
sample_3,2705,C0270,41-60,phone,3,True
sample_3,2705,C0271,26-40,mobile_app,3,False
sample_3,2705,C0272,26-40,website,5,True
sample_3,2705,C0273,60+,mobile_app,4,True
sample_3,2705,C0274,60+,website,3,True
sample_3,2705,C0275,41-60,mobile_app,4,True
sample_3,2705,C0276,60+,phone,3,True
sample_3,2705,C0277,41-60,mobile_app,4,True
sample_3,2705,C0278,26-40,phone,4,True
sample_3,2705,C0279,26-40,mobile_app,4,False
sample_3,2705,C0280,41-60,mobile_app,5,True
sample_3,2705,C0281,41-60,website,4,True
sample_3,2705,C0282,60+,website,3,False
sample_3,2705,C0283,41-60,mobile_app,3,True
sample_3,2705,C0284,26-40,phone,5,True
sample_3,2705,C0285,18-25,phone,2,True
sample_3,2705,C0286,18-25,phone,3,True
sample_3,2705,C0287,60+,mobile_app,4,True
sample_3,2705,C0288,26-40,website,3,True
sample_3,2705,C0289,18-25,mobile_app,4,True
sample_3,2705,C0290,41-60,website,3,True
sample_3,2705,C0291,41-60,website,3,False
sample_3,2705,C0292,41-60,website,3,False
sample_3,2705,C0293,18-25,website,3,True
sample_3,2705,C0294,18-25,mobile_app,4,True
sample_3,2705,C0295,41-60,website,3,False
sample_3,2705,C0296,26-40,mobile_app,4,True
sample_3,2705,C0297,18-25,website,4,True
sample_3,2705,C0298,26-40,mobile_app,2,False
sample_3,2705,C0299,41-60,mobile_app,3,False
sample_3,2705,C0300,18-25,mobile_app,5,True
sample_3,2705,C0301,26-40,website,5,True
sample_3,2705,C0302,26-40,phone,3,False
sample_3,2705,C0303,41-60,website,4,True
sample_3,2705,C0304,18-25,website,3,True
sample_3,2705,C0305,26-40,mobile_app,4,False
sample_3,2705,C0306,41-60,phone,2,True
sample_3,2705,C0307,26-40,mobile_app,4,True
sample_3,2705,C0308,18-25,website,4,True
sample_3,2705,C0309,26-40,phone,3,False
sample_3,2705,C0310,26-40,website,4,True
sample_3,2705,C0311,26-40,website,4,True
sample_3,2705,C0312,26-40,website,3,True
sample_3,2705,C0313,18-25,mobile_app,4,True
sample_3,2705,C0314,41-60,mobile_app,3,True
sample_3,2705,C0315,18-25,phone,3,True
sample_3,2705,C0316,26-40,mobile_app,4,True
sample_3,2705,C0317,41-60,website,3,True
sample_3,2705,C0318,18-25,website,5,True
sample_3,2705,C0319,26-40,mobile_app,4,True
sample_3,2705,C0320,26-40,website,4,False
sample_3,2705,C0321,41-60,mobile_app,5,True
sample_3,2705,C0322,26-40,mobile_app,3,True
sample_3,2705,C0323,41-60,website,3,True
sample_3,2705,C0324,60+,website,2,False
sample_3,2705,C0325,41-60,website,4,False
sample_3,2705,C0326,26-40,website,5,True
sample_3,2705,C0327,18-25,mobile_app,4,False
sample_3,2705,C0328,26-40,website,5,True
sample_3,2705,C0329,18-25,website,5,True
sample_3,2705,C0330,41-60,mobile_app,3,False
sample_3,2705,C0331,18-25,website,3,True
sample_3,2705,C0332,26-40,website,5,True
sample_3,2705,C0333,26-40,website,2,True
sample_3,2705,C0334,18-25,mobile_app,5,True
sample_3,2705,C0335,26-40,mobile_app,3,True
sample_3,2705,C0336,18-25,website,3,True
sample_3,2705,C0337,26-40,mobile_app,5,True
sample_3,2705,C0338,26-40,mobile_app,3,True
sample_3,2705,C0339,26-40,website,3,True
sample_3,2705,C0340,60+,mobile_app,3,True
sample_3,2705,C0341,26-40,mobile_app,5,True
sample_3,2705,C0342,41-60,website,2,False
sample_3,2705,C0343,26-40,phone,3,False
sample_3,2705,C0344,18-25,website,5,True
sample_3,2705,C0345,41-60,website,2,False
sample_3,2705,C0346,41-60,phone,4,True
sample_3,2705,C0347,18-25,phone,1,False
sample_3,2705,C0348,41-60,mobile_app,3,True
sample_3,2705,C0349,18-25,website,5,True
sample_3,2705,C0350,41-60,mobile_app,3,True
sample_3,2705,C0351,26-40,website,4,True
sample_3,2705,C0352,41-60,phone,4,True
sample_3,2705,C0353,41-60,phone,3,False
sample_3,2705,C0354,41-60,mobile_app,5,True
sample_3,2705,C0355,18-25,website,3,False
sample_3,2705,C0356,26-40,website,5,True
sample_3,2705,C0357,41-60,phone,4,True
sample_3,2705,C0358,26-40,mobile_app,4,True
sample_3,2705,C0359,41-60,website,3,True
sample_3,2705,C0360,41-60,website,3,True
sample_3,2705,C0361,41-60,mobile_app,4,True
sample_3,2705,C0362,26-40,website,5,True
sample_3,2705,C0363,18-25,phone,4,True
sample_3,2705,C0364,41-60,mobile_app,3,True
sample_3,2705,C0365,18-25,website,4,False
sample_3,2705,C0366,60+,mobile_app,4,True
sample_3,2705,C0367,41-60,mobile_app,3,False
sample_3,2705,C0368,26-40,website,4,True
sample_3,2705,C0369,60+,mobile_app,4,True
sample_3,2705,C0370,26-40,mobile_app,4,True
sample_3,2705,C0371,41-60,phone,3,False
sample_3,2705,C0372,41-60,mobile_app,3,False
sample_3,2705,C0373,26-40,mobile_app,4,True
sample_3,2705,C0374,26-40,website,4,True
sample_3,2705,C0375,26-40,mobile_app,3,True
sample_3,2705,C0376,41-60,mobile_app,3,True
sample_3,2705,C0377,26-40,mobile_app,5,True
sample_3,2705,C0378,26-40,website,4,True
sample_3,2705,C0379,41-60,website,1,True
sample_3,2705,C0380,18-25,mobile_app,4,False
sample_3,2705,C0381,60+,mobile_app,4,True
sample_3,2705,C0382,26-40,phone,3,False
sample_3,2705,C0383,26-40,website,4,True
sample_3,2705,C0384,18-25,website,4,True
sample_3,2705,C0385,60+,mobile_app,2,False
sample_3,2705,C0386,60+,mobile_app,4,True
sample_3,2705,C0387,26-40,mobile_app,3,False
sample_3,2705,C0388,26-40,mobile_app,4,True
sample_3,2705,C0389,41-60,website,5,True
sample_3,2705,C0390,18-25,mobile_app,3,True
sample_3,2705,C0391,26-40,website,4,True
sample_3,2705,C0392,26-40,mobile_app,5,True
sample_3,2705,C0393,41-60,phone,4,True
sample_3,2705,C0394,60+,website,1,False
sample_3,2705,C0395,41-60,website,4,True
sample_3,2705,C0396,41-60,website,5,True
sample_3,2705,C0397,41-60,website,3,True
sample_3,2705,C0398,18-25,website,3,False
sample_3,2705,C0399,26-40,phone,3,False
sample_3,2705,C0400,41-60,mobile_app,3,True
sample_3,2705,C0401,18-25,website,4,False
sample_3,2705,C0402,41-60,mobile_app,5,True
sample_3,2705,C0403,26-40,website,3,True
sample_3,2705,C0404,41-60,mobile_app,5,True
sample_3,2705,C0405,26-40,website,5,True
sample_3,2705,C0406,26-40,website,4,True
sample_3,2705,C0407,26-40,mobile_app,5,True
sample_3,2705,C0408,26-40,website,4,True
sample_3,2705,C0409,41-60,website,2,False
sample_3,2705,C0410,18-25,website,4,True
sample_3,2705,C0411,60+,website,3,False
sample_3,2705,C0412,60+,website,3,False
sample_3,2705,C0413,18-25,mobile_app,5,True
sample_3,2705,C0414,60+,mobile_app,5,True
sample_3,2705,C0415,18-25,mobile_app,4,True
sample_3,2705,C0416,26-40,mobile_app,4,True
sample_3,2705,C0417,26-40,phone,2,False
sample_3,2705,C0418,26-40,mobile_app,5,True
sample_3,2705,C0419,26-40,website,3,False
sample_3,2705,C0420,41-60,website,4,True
sample_3,2705,C0421,26-40,mobile_app,2,True
sample_3,2705,C0422,60+,website,3,True
sample_3,2705,C0423,26-40,website,4,True
sample_3,2705,C0424,60+,mobile_app,4,True
sample_3,2705,C0425,26-40,phone,4,True
sample_3,2705,C0426,18-25,website,4,True
sample_3,2705,C0427,18-25,mobile_app,4,True
sample_3,2705,C0428,41-60,website,2,True
sample_3,2705,C0429,26-40,website,3,True
sample_3,2705,C0430,41-60,mobile_app,4,True
sample_3,2705,C0431,41-60,phone,3,True
sample_3,2705,C0432,60+,mobile_app,3,True
sample_3,2705,C0433,26-40,website,5,True
sample_3,2705,C0434,41-60,website,3,True
sample_3,2705,C0435,26-40,mobile_app,4,True
sample_3,2705,C0436,60+,phone,4,True
sample_3,2705,C0437,60+,website,3,True
sample_3,2705,C0438,60+,website,4,True
sample_3,2705,C0439,26-40,website,4,True
sample_3,2705,C0440,41-60,website,4,True
sample_3,2705,C0441,26-40,phone,3,False
sample_3,2705,C0442,41-60,mobile_app,5,True
sample_3,2705,C0443,26-40,mobile_app,5,True
sample_3,2705,C0444,60+,mobile_app,4,True
sample_3,2705,C0445,18-25,mobile_app,4,True
sample_3,2705,C0446,18-25,mobile_app,5,True
sample_3,2705,C0447,41-60,mobile_app,3,False
sample_3,2705,C0448,18-25,phone,4,False
sample_3,2705,C0449,18-25,mobile_app,4,True
sample_3,2705,C0450,60+,mobile_app,5,True
sample_3,2705,C0451,60+,website,3,False
sample_3,2705,C0452,26-40,website,4,True
sample_3,2705,C0453,60+,website,3,True
sample_3,2705,C0454,41-60,phone,4,True
sample_3,2705,C0455,26-40,website,3,False
sample_3,2705,C0456,41-60,website,4,True
sample_3,2705,C0457,41-60,mobile_app,5,True
sample_3,2705,C0458,41-60,mobile_app,3,True
sample_3,2705,C0459,26-40,website,2,True
sample_3,2705,C0460,26-40,phone,2,False
sample_3,2705,C0461,26-40,mobile_app,2,False
sample_3,2705,C0462,41-60,website,5,True
sample_3,2705,C0463,26-40,mobile_app,4,True
sample_3,2705,C0464,18-25,website,4,True
sample_3,2705,C0465,60+,phone,3,False
sample_3,2705,C0466,26-40,website,4,True
sample_3,2705,C0467,41-60,mobile_app,4,True
sample_3,2705,C0468,26-40,website,4,False
sample_3,2705,C0469,18-25,website,3,True
sample_3,2705,C0470,41-60,mobile_app,3,True
sample_3,2705,C0471,26-40,phone,3,True
sample_3,2705,C0472,41-60,website,5,True
sample_3,2705,C0473,26-40,website,2,True
sample_3,2705,C0474,60+,website,5,True
sample_3,2705,C0475,18-25,website,3,False
sample_3,2705,C0476,26-40,mobile_app,4,True
sample_3,2705,C0477,26-40,website,4,True
sample_3,2705,C0478,18-25,website,3,True
sample_3,2705,C0479,26-40,mobile_app,3,False
sample_3,2705,C0480,26-40,website,4,False
sample_3,2705,C0481,41-60,website,4,False
sample_3,2705,C0482,26-40,mobile_app,4,True
sample_3,2705,C0483,60+,website,4,True
sample_3,2705,C0484,41-60,mobile_app,5,True
sample_3,2705,C0485,26-40,phone,5,True
sample_3,2705,C0486,18-25,mobile_app,2,True
sample_3,2705,C0487,18-25,website,4,True
sample_3,2705,C0488,41-60,mobile_app,5,True
sample_3,2705,C0489,26-40,phone,3,True
sample_3,2705,C0490,18-25,phone,4,True
sample_3,2705,C0491,26-40,website,5,True
sample_3,2705,C0492,26-40,website,3,True
sample_3,2705,C0493,26-40,website,3,True
sample_3,2705,C0494,18-25,mobile_app,5,True
sample_3,2705,C0495,60+,mobile_app,4,False
sample_3,2705,C0496,26-40,phone,5,True
sample_3,2705,C0497,26-40,mobile_app,4,True
sample_3,2705,C0498,18-25,mobile_app,5,True
sample_3,2705,C0499,26-40,website,3,False
sample_3,2705,C0500,18-25,website,5,True
sample_3,2705,C0501,41-60,website,2,True
sample_3,2705,C0502,41-60,mobile_app,3,True
sample_3,2705,C0503,41-60,website,3,True
sample_3,2705,C0504,60+,website,3,True
sample_3,2705,C0505,60+,website,4,True
sample_3,2705,C0506,26-40,website,2,True
sample_3,2705,C0507,41-60,phone,4,True
sample_3,2705,C0508,60+,phone,2,True
sample_3,2705,C0509,26-40,website,4,True
sample_3,2705,C0510,18-25,phone,4,True
sample_3,2705,C0511,26-40,website,3,True
sample_3,2705,C0512,26-40,website,3,True
sample_3,2705,C0513,26-40,website,3,True
sample_3,2705,C0514,26-40,mobile_app,4,True
sample_3,2705,C0515,18-25,website,3,True
sample_3,2705,C0516,41-60,mobile_app,2,False
sample_3,2705,C0517,26-40,website,5,True
sample_3,2705,C0518,26-40,mobile_app,3,True
sample_3,2705,C0519,26-40,website,4,True
sample_3,2705,C0520,26-40,mobile_app,2,True
sample_3,2705,C0521,41-60,mobile_app,5,True
sample_3,2705,C0522,26-40,mobile_app,4,True
sample_3,2705,C0523,26-40,website,3,True
sample_3,2705,C0524,60+,phone,4,False
sample_3,2705,C0525,41-60,website,2,True
sample_3,2705,C0526,41-60,mobile_app,4,True
sample_3,2705,C0527,26-40,website,3,False
sample_3,2705,C0528,18-25,website,5,True
sample_3,2705,C0529,26-40,mobile_app,5,True
sample_3,2705,C0530,26-40,mobile_app,5,True
sample_3,2705,C0531,26-40,website,4,False
sample_3,2705,C0532,41-60,mobile_app,4,True
sample_3,2705,C0533,26-40,website,4,True
sample_3,2705,C0534,26-40,mobile_app,4,True
sample_3,2705,C0535,60+,mobile_app,4,False
sample_3,2705,C0536,26-40,website,3,False
sample_3,2705,C0537,18-25,website,3,True
sample_3,2705,C0538,18-25,website,3,False
sample_3,2705,C0539,18-25,website,4,False
sample_3,2705,C0540,18-25,website,4,True
sample_3,2705,C0541,26-40,website,5,True
sample_3,2705,C0542,18-25,mobile_app,5,True
sample_3,2705,C0543,26-40,mobile_app,3,True
sample_3,2705,C0544,60+,website,3,False
sample_3,2705,C0545,41-60,phone,4,True
sample_3,2705,C0546,18-25,mobile_app,3,True
sample_3,2705,C0547,60+,phone,4,True
sample_3,2705,C0548,18-25,phone,5,False
sample_3,2705,C0549,60+,website,3,False
sample_3,2705,C0550,26-40,website,5,True
sample_3,2705,C0551,60+,mobile_app,4,True
sample_3,2705,C0552,18-25,phone,5,True
sample_3,2705,C0553,26-40,website,4,True
sample_3,2705,C0554,41-60,mobile_app,3,True
sample_3,2705,C0555,41-60,website,2,True
sample_3,2705,C0556,41-60,website,4,True
sample_3,2705,C0557,18-25,website,3,True
sample_3,2705,C0558,18-25,mobile_app,4,True
sample_3,2705,C0559,41-60,website,3,False
sample_3,2705,C0560,26-40,website,4,False
sample_3,2705,C0561,26-40,mobile_app,3,True
sample_3,2705,C0562,41-60,phone,3,True
sample_3,2705,C0563,41-60,website,2,True
sample_3,2705,C0564,41-60,website,4,True
sample_3,2705,C0565,26-40,website,3,False
sample_3,2705,C0566,41-60,mobile_app,4,True
sample_3,2705,C0567,26-40,mobile_app,5,True
sample_3,2705,C0568,60+,mobile_app,3,True
sample_3,2705,C0569,60+,mobile_app,4,True
sample_3,2705,C0570,26-40,website,5,True
sample_3,2705,C0571,60+,mobile_app,3,False
sample_3,2705,C0572,60+,website,3,False
sample_3,2705,C0573,41-60,website,5,True
sample_3,2705,C0574,41-60,mobile_app,3,True
sample_3,2705,C0575,26-40,website,2,False
sample_3,2705,C0576,26-40,mobile_app,5,True
sample_3,2705,C0577,60+,mobile_app,3,False
sample_3,2705,C0578,18-25,mobile_app,3,False
sample_3,2705,C0579,41-60,mobile_app,4,True
sample_3,2705,C0580,41-60,website,2,True
sample_3,2705,C0581,18-25,mobile_app,4,True
sample_3,2705,C0582,18-25,website,5,True
sample_3,2705,C0583,60+,website,4,True
sample_3,2705,C0584,26-40,mobile_app,3,True
sample_3,2705,C0585,41-60,website,3,False
sample_3,2705,C0586,41-60,website,3,True
sample_3,2705,C0587,26-40,mobile_app,3,True
sample_3,2705,C0588,41-60,phone,5,True
sample_3,2705,C0589,18-25,mobile_app,4,False
sample_3,2705,C0590,26-40,website,5,True
sample_3,2705,C0591,41-60,website,3,False
sample_3,2705,C0592,26-40,website,4,True
sample_3,2705,C0593,26-40,website,4,False
sample_3,2705,C0594,26-40,mobile_app,3,True
sample_3,2705,C0595,26-40,website,2,False
sample_3,2705,C0596,18-25,website,5,True
sample_3,2705,C0597,60+,website,2,True
sample_3,2705,C0598,26-40,website,2,True
sample_3,2705,C0599,18-25,mobile_app,4,True
sample_3,2705,C0600,41-60,phone,3,False
sample_4,3705,C0001,26-40,website,3,False
sample_4,3705,C0002,26-40,mobile_app,4,True
sample_4,3705,C0003,26-40,website,2,False
sample_4,3705,C0004,41-60,website,3,False
sample_4,3705,C0005,41-60,mobile_app,4,True
sample_4,3705,C0006,26-40,mobile_app,5,True
sample_4,3705,C0007,26-40,website,4,True
